Type,Title,Director,cast,country,ReleaseYear,Ratings,Duration,ListedIn
Movie,The App,Elisa Fuksas,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",Italy,2019,8,79,"Dramas, Independent Movies, International Movies"
TV Show,The Bonfire of Destiny,Unavailable,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine DulÃ©ry, Florence Pernel, ThÃ©o Fernandez, Victor Meutelet, FranÃ§ois-David Cardonnel, StÃ©phane Guillon, AurÃ©lien Wiik, Gilles Cohen",France,2019,8,1,"International TV Shows, TV Dramas"
TV Show,You,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2019,8,2,"Crime TV Shows, Romantic TV Shows, TV Dramas"
Movie,Doom: Annihilation,Tony Giglio,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",United States,2019,8,97,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,2017,8,91,"Anime Features, Romantic Movies"
Movie,Grand-Daddy Day Care,Ron Oliver,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",United States,2019,8,96,"Children & Family Movies, Comedies"
Movie,Jarhead: Law of Return,Don Michael Paul,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi","Israel, United States",2019,8,103,"Action & Adventure, Dramas"
Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez","France, Japan",2017,8,95,"Action & Adventure, Comedies, International Movies"
Movie,Sweetheart,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",United States,2019,8,83,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
TV Show,CAROLE & TUESDAY,Unavailable,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto",Japan,2019,8,2,"Anime Series, International TV Shows, Teen TV Shows"
Movie,Como caÃ­do del cielo,Pepe BojÃ³rquez,"Omar Chaparro, Ana Claudia TalancÃ³n, Stephanie Cayo, Yare Santana, AngÃ©lica MarÃ­a, Manuel 'Flaco' IbÃ¡Ã±ez, Laura De Ita",Mexico,2019,8,117,"Comedies, International Movies, Music & Musicals"
Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,"John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia, Cordelia Comando, Camille De La Cruz, Oriah Elgrabli, Jake Ryan Flynn, Orson Hong, Isabella Iannelli, Jacob Laval, Suri Marrero, Zell Steele Morrow, Jonah Mussolino, Lexi Perkel, Linder Sutton",United States,2019,8,70,"Children & Family Movies, Comedies"
TV Show,Lost in Space,Unavailable,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",United States,2019,8,2,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
Movie,Jacob's Ladder,David M. Rosenthal,"Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez",United States,2019,8,90,Thrillers
TV Show,Private Practice,Unavailable,"Kate Walsh, Tim Daly, Audra McDonald, Paul Adelstein, Taye Diggs, Amy Brenneman, KaDee Strickland, Chris Lowell, Brian Benben",United States,2012,8,6,"TV Comedies, TV Dramas"
Movie,Back of the Net,Louise Alston,"Sofia Wylie, Tiarnie Coupland, Trae Robin, Gemma Chua-Tran, Ashleigh Ross, Yasmin Honeychurch, Raj Labade, Christopher Kirby, Melissa Bonne, Kate Box",Australia,2019,8,86,"Children & Family Movies, Sports Movies"
Movie,Lost in London,Sunkanmi Adebayo,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin",Nigeria,2017,8,86,"Comedies, International Movies"
TV Show,Agent,Unavailable,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema","Mauritius, South Africa",2019,8,1,"International TV Shows, TV Dramas"
Movie,Being Mrs Elliot,Omoni Oboli,"Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,2014,8,113,"Dramas, International Movies, Romantic Movies"
Movie,Falz Experience,Falz,"Falz, Adunni Ade, Bisola Aiyeola, Frank Donga",Others,2018,8,82,"International Movies, Music & Musicals"
Movie,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,2015,8,141,"Dramas, International Movies, Romantic Movies"
Movie,The First Lady,Omoni Oboli,"Omoni Oboli, Alexx Ekubo, Chinedu Ikedieze, Joseph Benjamin, Yvonne Jegede, Anthony Monjaro, Taiwo Familoni, Jude Chukwuka, Emilyn Johnson-Ekpo, Udoka Oyeka",Others,2015,8,107,"Dramas, International Movies"
Movie,The Two Popes,Fernando Meirelles,"Anthony Hopkins, Jonathan Pryce, Juan MinujÃ­n","United Kingdom, Italy",2019,8,126,Dramas
TV Show,The Witcher,Unavailable,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, BjÃ¶rn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019,8,1,"International TV Shows, TV Action & Adventure, TV Dramas"
Movie,After the Raid,Rodrigo Reyes,Others,"United States, Mexico",2019,8,25,"Documentaries, International Movies"
TV Show,Twice Upon A Time,Unavailable,"Gaspard Ulliel, Freya Mavor",France,2019,8,1,"International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,Ultraviolet,Unavailable,"Marta Nieradkiewicz, Sebastian FabijaÅski, Agata Kulesza, BartÅomiej Topa, Magdalena CzerwiÅska, MichaÅ Å»urawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",Poland,2019,8,2,"Crime TV Shows, International TV Shows, TV Dramas"
TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,Others,"United Kingdom, United States",2019,8,1,"Crime TV Shows, Docuseries"
TV Show,Soundtrack,Unavailable,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",United States,2019,8,1,"Romantic TV Shows, TV Dramas"
Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,Ronny Chieng,United States,2019,8,63,Stand-Up Comedy
Movie,"Sincerely Yours, Dhaka","Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan","Mostafizur Noor Imran, Orchita Sporshia, Allen Shubhro, Shamol Mawla, Sarder Saniat Hossain, Manoj Kumar Pramanik, Trapa Majumder, Intekhab Dinar, Iresh Zaker, Lutfur Rahman George",Bangladesh,2018,8,136,"Comedies, Dramas, Independent Movies"
Movie,The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller","United Kingdom, United States, Germany, Denmark, Belgium, Japan",2015,8,120,"Dramas, Independent Movies, International Movies"
Movie,Bangistan,Karan Anshuman,"Riteish Deshmukh, Pulkit Samrat, Kumud Mishra, Chandan Roy Sanyal, Arya Babbar, Shivkumar Subramaniam, Tom Alter, Jacqueline Fernandez",India,2015,8,134,"Comedies, Dramas, International Movies"
TV Show,Cinderella and the Four Knights,Unavailable,"Jung Il-woo, Ahn Jae-hyeon, Park So-dam, Lee Jung-shin, Kim Yong-geon, Choi Min, Son Na-eun",South Korea,2016,8,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
TV Show,Cocomong,Unavailable,"Jung Sun-hye, Yang Jeong-hwa, Kim Jang, Ryoo Jeom-hee, Hong Bum-ki, Shin Yong-woo",United States,2015,8,2,"Kids' TV, Korean TV Shows"
TV Show,Crash Landing on You,Unavailable,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun, Oh Man-seok, Kim Young-min, Kim Jung-nan, Kim Sun-young, Hwangwoo Seul-hye",South Korea,2019,8,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
TV Show,"Crazy, Lovely, Cool",Obi Emelonye,"Enyinna Nwigwe, Adesua Etomi, Uru Eke, Zynnell Zuh, Obi Okolie, Anthony Monjaro, Emmanuel Emelu, Chinonye Chidolue, Lorenzo Menakaya, King Bawa",Nigeria,2018,8,1,"International TV Shows, TV Dramas"
Movie,Dil Chahta Hai,Farhan Akhtar,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta, Sonali Kulkarni, Dimple Kapadia, Ayub Khan, Rajat Kapoor, Suhasini Mulay, Ahmed Khan",India,2001,8,185,"Comedies, Dramas, International Movies"
Movie,Dil Dhadakne Do,Zoya Akhtar,"Anil Kapoor, Priyanka Chopra, Ranveer Singh, Anushka Sharma, Farhan Akhtar, Shefali Shah, Rahul Bose, Parmeet Sethi, Vikrant Massey, Zarina Wahab, Aamir Khan",India,2015,8,174,"Comedies, Dramas, International Movies"
Movie,Don,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Kareena Kapoor, Boman Irani, Om Puri, Pavan Malhotra",India,2006,8,169,"Action & Adventure, International Movies"
Movie,Don 2,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Boman Irani, Lara Dutta, Kunal Kapoor, Om Puri, Alyy Khan, Nawab Shah","India, Germany",2011,8,148,"Action & Adventure, International Movies, Music & Musicals"
Movie,Fukrey,Mrighdeep Singh Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadda, Priya Anand, Vishakha Singh, Pankaj Tripathi",India,2013,8,135,"Action & Adventure, Comedies, Dramas"
Movie,Game,Abhinay Deo,"Abhishek Bachchan, Kangana Ranaut, Anupam Kher, Boman Irani, Jimmy Shergill, Shahana Goswami, Gauhar Khan, Sarah-Jane Dias",India,2011,8,135,"International Movies, Thrillers"
TV Show,Girls und Panzer,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda",Japan,2012,8,1,"Anime Series, International TV Shows"
Movie,Holy Expectations,Fernando AyllÃ³n,"Adriana Botina, Fernando Ramos, Isabella Sierra, Joavany Ãlvarez, Christian LÃ³pez, Omar Murillo, Nelson PolanÃ­a, Carlos Barbosa, JosÃ© Manuel Ospina, AÃ­da Morales",Others,2019,8,89,"Children & Family Movies, Comedies, International Movies"
Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,"Shabana Azmi, Boman Irani, Abhay Deol, Minissha Lamba, Kay Kay Menon, Raima Sen, Sandhya Mridul, Vikram Chatwal, Ameesha Patel, Karan Khanna, Diya Mirza, Ranvir Shorey",India,2007,8,119,"Comedies, Dramas, International Movies"
Movie,Isoken,Jadesola Osiberu,"Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele, Lydia Forson, Damilola Adegbite, Tina Mba, Patrick Doyle",Nigeria,2017,8,98,"Comedies, International Movies, Romantic Movies"
Movie,Karthik Calling Karthik,Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Vivan Bhatena, Vipin Sharma, Yatin Karyekar, Shefali Shah",India,2010,8,135,"Dramas, International Movies, Thrillers"
Movie,Lakshya,Farhan Akhtar,"Amitabh Bachchan, Hrithik Roshan, Preity Zinta, Om Puri, Sharad Kapoor, Rajendranath Zutshi, Sushant Singh, Prashant Chainani, Shakeel Khan, Ranvir Shorey",India,2004,8,185,"Action & Adventure, Dramas, International Movies"
Movie,Luck by Chance,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia, Isha Sharvani, Sanjay Kapoor, Juhi Chawla, Hrithik Roshan, Alyy Khan, Sheeba Chaddha",India,2009,8,156,"Dramas, International Movies, Romantic Movies"
Movie,Potato Potahto,Shirley Frimpong-Manso,"O.C. Ukeje, Joselyn Dumas, Joke Silva, Blossom Chukwujekwu, Kemi Lala Akindoju, Chris Attoh, Nikki Samonas, Adjetey Anang, Victoria Micheals",Ghana,2017,8,104,"Comedies, Dramas, International Movies"
Movie,Rock On!!,Abhishek Kapoor,"Farhan Akhtar, Arjun Rampal, Purab Kohli, Luke Kenny, Prachi Desai, Shahana Goswami, Koel Purie",India,2008,8,139,"Dramas, International Movies, Music & Musicals"
TV Show,Scooby-Doo!: Mystery Incorporated,Unavailable,"Frank Welker, Mindy Cohn, Grey DeLisle, Matthew Lillard, Patrick Warburton, Gary Cole, Frances Conroy, Vivica A. Fox",United States,2012,8,2,"Kids' TV, TV Comedies"
Movie,Talaash,Reema Kagti,"Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui, Shernaz Patel, Sheeba Chaddha",India,2012,8,140,"Dramas, International Movies, Thrillers"
TV Show,What's New Scooby-Doo?,Unavailable,"Frank Welker, Casey Kasem, Mindy Cohn, Grey DeLisle",United States,2005,8,3,"Kids' TV, TV Comedies"
Movie,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, Kalki Koechlin, Deepti Naval, Naseeruddin Shah, Ariadna Cabrol",India,2011,8,154,"Comedies, Dramas, International Movies"
Movie,6 Underground,Michael Bay,"Ryan Reynolds, MÃ©lanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,2019,8,129,"Action & Adventure, Dramas"
Movie,A Trip to Jamaica,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore",Nigeria,2016,8,99,"Comedies, International Movies"
Movie,My Wife and I,Bunmi Ajakaiye,"Ramsey Nouah, Omoni Oboli, Dorcas Shola Fapson, Sambasa Nzeribe, Jemima Osunde, Dozie Onyiriuka, Rotimi Adelagan, Seyilaw",South Africa,2017,8,100,"Comedies, International Movies, Romantic Movies"
Movie,Okafor's Law,Omoni Oboli,Others,Nigeria,2016,8,110,"Comedies, International Movies, Romantic Movies"
Movie,Seven and a half dates,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",Others,2018,8,107,"Dramas, International Movies, Romantic Movies"
Movie,The 9th Precinct,Ding-Lin Wang,"Roy Chiu, Chia-Chia Peng, Wen Chen-ling, Eugenie Liu, Yeo Yann Yann",Taiwan,2019,8,95,"International Movies, Thrillers"
Movie,Zero Hour,Robert O. Peters,"Richard Mofe-Damijo, Alex Ekubo, Ali Nuhu, Rahama Sadau, Eucharia Anunobi, Ene Oloja, Halima Yusuf, Ayo Ayoola Ayolola",Others,2018,8,89,"International Movies, Thrillers"
Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,"Jack Whitehall, Michael Whitehall, Hugh Bonneville, Graham Norton, Layton Williams, Andrew Lloyd Webber, Tim Rice, Tan France, Antoni Porowski, Jonathan Van Ness",United Kingdom,2019,8,65,Stand-Up Comedy
Movie,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019,8,143,"Dramas, International Movies"
Movie,Good and Prosperous,Sameh Abdulaziz,"Ali Rabee, Mohamed Abdel-Rahman, Bayoumi Fouad, Karim Afifi, Dalal Abdel Aziz, Mai Selim, Tara Emad, Mohammed Tharwat, Haifa Wehbe, Ahmed Adel",Egypt,2017,8,101,"Comedies, International Movies"
Movie,Michelle Wolf: Joke Show,Lance Bangs,Michelle Wolf,United States,2019,8,60,Stand-Up Comedy
Movie,A Family Reunion Christmas,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, JackÃ©e Harry, Richard Roundtree",United States,2019,8,29,"Children & Family Movies, Comedies"
Movie,It Comes at Night,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner",United States,2017,8,92,"Horror Movies, Independent Movies"
Movie,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,2019,8,172,"Action & Adventure, International Movies"
Movie,Nothing to Lose 2,Alexandre Avancini,"PetrÃ´nio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo GalvÃ£o, CÃ©sar Mello, Leonardo Franco, Raphael Viana, OtÃ¡vio Martins",Brazil,2019,8,97,"Dramas, Faith & Spirituality, International Movies"
TV Show,Astronomy Club: The Sketch Show,Unavailable,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III",United States,2019,8,1,TV Comedies
Movie,Banana Island Ghost,BB Sasore,"Chigul, Patrick Diabuah, Adetomiwa Edun, Uche Jumbo, Saidi Balogun, Ali Nuhu, Bimbo Manuel, Akah Nnani, Damilola Adegbite, Dorcas Shola Fapson",Nigeria,2017,8,108,"Comedies, International Movies"
Movie,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",Others,2017,8,107,"Dramas, International Movies"
TV Show,Fuller House,Unavailable,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion, Elias Harger, Soni Bringas, Dashiell Messitt, Fox Messitt, John Stamos, Bob Saget, Dave Coulier, Lori Loughlin, Scott Weinger, Blake Tuomy-Wilhoit, Dylan Tuomy-Wilhoit, John Brotherton, Juan Pablo Di Pace",United States,2020,8,5,TV Comedies
Movie,Marriage Story,Noah Baumbach,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson","United Kingdom, United States",2019,8,137,Dramas
Movie,No Game No Life: Zero,Atsuko Ishizuka,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Toru Okawa, Kazuyuki Okitsu, Junichi Suwabe, Lynn, Yui Horie, Nanako Mori, Ryota Takeuchi",Japan,2017,8,106,"Action & Adventure, Anime Features, International Movies"
Movie,Slow Country,Eric Aghimien,"Ivie Okujaye, Sambasa Nzeribe, Tope Tedela, Gina Castel, Majid Michel, Victor Erabie, Brutus Richard, Adebayo Thomas",Nigeria,2017,8,115,"Dramas, International Movies"
Movie,Spirit Riding Free: Spirit of Christmas,Unavailable,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine McNamara, Nolan North, Tiya Sircar",United States,2019,8,46,Children & Family Movies
TV Show,Teasing Master Takagi-san,Unavailable,"Rie Takahashi, Yuki Kaji, Konomi Kohara, Mã»Aã»O, Yui Ogura, Yuma Uchida, Kotori Koiwai, Nobuhiko Okamoto, Fukushi Ochiai",Japan,2019,8,1,"Anime Series, International TV Shows, Romantic TV Shows"
TV Show,The Chosen One,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",Brazil,2019,8,2,"International TV Shows, TV Dramas, TV Mysteries"
TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",Others,United States,2019,8,1,"Crime TV Shows, Docuseries"
TV Show,Three Days of Christmas,Unavailable,"Victoria Abril, Elena Anaya, Mar Ayala, Nerea Barros, Berta CastaÃ±Ã©, VerÃ³nica Echegui, VerÃ³nica ForquÃ©, Ãngela Molina, Anna Moliner, Charo LÃ³pez, Mariona PagÃ¨s, Carla Tous, Carles Arquimbau, Manel BarcelÃ³, Nausicaa BonnÃ­n, Alicia Borrachero, Antonio Dechent, Miquel FernÃ¡ndez, Francesc Garrido, IvÃ¡n Morales, Susi SÃ¡nchez, David Solans",Spain,2019,8,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
TV Show,Triad Princess,Unavailable,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin, Michael JQ Huang, Chang Zhang-xing, Hung Yan-siang, Tsao Yu-ning, Chang Shu-wei, Lee Lee-zen",Others,2019,8,1,"Crime TV Shows, International TV Shows, Romantic TV Shows"
Movie,Wives on Strike,Omoni Oboli,"Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole",Nigeria,2016,8,92,"Comedies, Dramas, International Movies"
Movie,Wives on Strike: The Revolution,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria",2017,8,93,"Comedies, Dramas, International Movies"
Movie,A Christmas Prince: The Royal Baby,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",United States,2019,8,85,"Children & Family Movies, Dramas, Romantic Movies"
Movie,The Irishman: In Conversation,Unavailable,"Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",United States,2019,8,24,Documentaries
TV Show,V Wars,Unavailable,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf, Peter Outerbridge, Kimberly-Sue Murray, Sydney Meyer, Kandyse McClure, Laura Vandervoort, Michael Greyeyes, Greg Bryk, Teddy Moynihan, Ted Atherton, Jonathan Higgins, Nikki Reed, Samantha Liana Cole, Laura de Carteret, Bo Martyn",United States,2019,8,1,"TV Action & Adventure, TV Dramas, TV Horror"
